112 37  1.0000000000000e+00
114 37 -1.2650490000000e+00
114 38 -1.7781830000000e+00
114 39  1.0000000000000e+00
116 39  1.0000000000000e+00
117 39 -1.0000000000000e+00
2 40 -5.3594900000000e-02
115 40  2.0000000000000e+00
102 41  1.0000000000000e+00
104 41 -9.9653920000000e-01
103 42  1.0000000000000e+00
104 42 -3.4607980000000e-03
104 43  1.0000000000000e+00
106 43  1.0000000000000e+00
105 44  1.0000000000000e+00
106 44  1.0000000000000e+00
108 45  1.7095990000000e-01
109 45  1.0000000000000e+00
115 46 -5.4784200000000e+00
116 46 -3.3405000000000e+00
113 47  1.0000000000000e+00
117 47 -1.0000000000000e+00
55 48 -1.0000000000000e+00
111 48 -1.0000000000000e+00
120 48 -1.0000000000000e+00
118 49 -5.2380950000000e-01
120 49 -2.3252330000000e+00
55 50 -2.1138480000000e-01
56 50  1.0000000000000e+00
101 50 -1.0000000000000e+00
120 50 -2.1138480000000e-01
4 51 -1.0000000000000e+00
17 51 -1.0000000000000e+00
19 51  3.3287350000000e-12
20 51  1.0000000000000e+00
5 52 -1.0000000000000e+00
23 52  1.0000000000000e+00
24 52  1.0000000000000e+00
15 53 -1.0000000000000e+00
17 53 -2.1138480000000e-01
18 53  1.0000000000000e+00
61 54 -1.0000000000000e+00
102 54  1.0000000000000e+00
103 54  1.0000000000000e+00
110 54 -1.0000000000000e+00
117 54  1.0000000000000e+00
63 55 -1.0000000000000e+00
107 55 -1.0000000000000e+00
66 56 -1.0000000000000e+00
99 56 -1.0000000000000e+00
102 56  1.0095140000000e+00
113 56 -1.0080420000000e+00
67 57 -1.0000000000000e+00
100 57 -1.0000000000000e+00
103 57  1.0611120000000e+02
113 57 -1.5472270000000e-01
60 58  1.0000000000000e+00
76 58 -1.0000000000000e+00
139 58  1.0000000000000e+00
62 59  1.0000000000000e+00
136 59  1.0000000000000e+00
64 60  1.0000000000000e+00
76 60 -9.7958770000000e-01
128 60  1.0000000000000e+00
65 61  1.0000000000000e+00
76 61 -3.1455650000000e+00
129 61  1.0000000000000e+00
34 62 -8.0645160000000e-03
36 63  1.9742120000000e+00
37 63 -8.4169490000000e-01
37 64  1.0000000000000e+00
38 64 -8.5252070000000e-03
38 65  1.0000000000000e+00
39 65 -1.0000000000000e+00
47 65 -1.0000000000000e+00
39 66  1.0000000000000e+00
40 66 -1.0000000000000e+00
40 67  1.8959310000000e+00
41 67 -9.9872820000000e-01
41 68  1.0000000000000e+00
42 68  2.0878750000000e+00
42 69 -1.0000000000000e+00
46 69 -1.0000000000000e+00
43 70  5.6167710000000e+00
44 70  7.3923250000000e+00
44 71  1.0000000000000e+00
45 71  7.2030100000000e+00
45 72 -1.0000000000000e+00
46 72 -3.2580840000000e-01
2 73 -2.1469360000000e+00
46 73  1.0000000000000e+00
1 74 -6.8218930000000e+00
47 74  1.0000000000000e+00
91 75  2.4314130000000e+00
93 75 -1.0000000000000e+00
91 76 -2.4314130000000e+00
92 76  1.0000000000000e+00
93 77  1.0000000000000e+00
94 77 -1.2600000000000e+00
2 78 -8.8587340000000e-01
94 78  2.0000000000000e+00
95 79  1.0000000000000e+00
96 79 -1.0000000000000e+00
1 80 -2.3083120000000e-02
96 80  1.0000000000000e+00
82 81  1.0000000000000e+00
84 81  9.6380000000000e-01
97 81  1.0000000000000e+00
84 82  9.9057590000000e-01
98 82  1.0000000000000e+00
5 83  1.0682190000000e+00
16 83 -1.0000000000000e+00
6 84  9.3059340000000e-22
7 84 -1.9106000000000e-01
8 84 -3.4605530000000e-01
7 85  1.0000000000000e+00
9 85 -2.1138480000000e-01
9 86  1.0000000000000e+00
10 86 -1.0000000000000e+00
14 86 -1.0000000000000e+00
10 87  1.0000000000000e+00
11 87 -1.0000000000000e+00
12 88  1.0000000000000e+00
13 88 -5.1651790000000e+00
11 89  2.1097940000000e+00
12 89 -4.4233090000000e-01
2 90 -1.2006520000000e+00
13 90  1.0000000000000e+00
1 91 -2.1510870000000e+00
14 91  1.0000000000000e+00
7 92 -3.2213320000000e+00
8 92 -8.2568810000000e-02
16 92  1.0300780000000e+00
68 93  7.2992700000000e-03
69 94  9.9337750000000e-03
70 95  2.1094890000000e+00
72 95  0.0000000000000e+00
73 95  0.0000000000000e+00
71 96  1.9238410000000e+00
74 96  0.0000000000000e+00
75 96  0.0000000000000e+00
72 97  1.0000000000000e+00
76 97 -9.7035590000000e-01
73 98  1.0000000000000e+00
76 98 -2.9644050000000e-02
74 99  1.0000000000000e+00
77 99 -9.7035590000000e-01
75 100  1.0000000000000e+00
77 100 -2.9644050000000e-02
76 101  1.0000000000000e+00
77 101  1.0000000000000e+00
79 101  1.0000000000000e+00
78 102  9.9337750000000e-03
79 102 -3.0000000000000e-01
79 103 -3.3333330000000e+00
81 103  1.0000000000000e+00
2 104 -3.5816590000000e-01
80 104  9.1444760000000e-01
80 105 -2.3550640000000e+00
81 105 -2.5996990000000e+00
1 106  1.0000000000000e+00
3 106 -5.0000000000000e-01
2 107  1.0000000000000e+00
3 107 -5.0000000000000e-01
3 108  1.0000000000000e+00
110 109  1.0000000000000e+00
131 109 -9.4316110000000e-01
132 109 -5.0000000000000e-01
139 109 -1.0000000000000e+00
146 109  1.0000000000000e+00
107 110  1.0000000000000e+00
136 110 -1.0000000000000e+00
99 111  1.0000000000000e+00
128 111 -1.0000000000000e+00
131 111 -9.5213410000000e-01
142 111 -1.0080420000000e+00
100 112  1.0000000000000e+00
129 112 -1.0000000000000e+00
132 112 -5.3055580000000e+01
142 112 -1.5472270000000e-01
4 113  1.0000000000000e+00
9 113 -1.0989830000000e+00
111 113  1.0000000000000e+00
127 113 -1.0061010000000e+00
15 114  1.0000000000000e+00
101 114  1.0000000000000e+00
127 114 -2.1267450000000e-01
17 115  3.8759690000000e-08
19 115 -1.0000000000000e+00
21 116 -9.9394180000000e-01
23 117 -1.0000000000000e+00
17 118  2.7273020000000e-20
18 118 -1.0000000000000e+00
17 119  1.0000000000000e+00
20 119 -1.0000000000000e+00
25 119 -1.0000000000000e+00
27 119  9.9725230000000e-01
28 119  1.0247300000000e+00
22 120 -9.9394180000000e-01
29 120  1.0000000000000e+00
30 120  1.0000000000000e+00
24 121 -1.0000000000000e+00
31 121  1.0000000000000e+00
32 121  1.0000000000000e+00
17 122  2.1138480000000e-01
25 122 -2.1138480000000e-01
26 122  1.0000000000000e+00
19 123  5.4537280000000e+06
20 123 -2.1138480000000e-01
25 124  9.0000000000000e-01
27 124 -1.0000000000000e+00
140 124 -1.0000000000000e+00
156 124 -1.0096190000000e+00
29 125 -1.0000000000000e+00
153 125 -5.0190030000000e-01
156 125 -2.2941350000000e-01
31 126 -1.0000000000000e+00
137 126 -1.0000000000000e+00
151 126  1.0000000000000e+00
25 127  1.8972360000000e-01
26 127 -1.0000000000000e+00
130 127 -1.0000000000000e+00
156 127 -2.1283170000000e-01
25 128  1.0000000000000e-01
28 128 -1.0000000000000e+00
33 128  1.0000000000000e+00
38 128 -1.0076260000000e+00
30 129 -1.0000000000000e+00
36 129 -1.0000000000000e+00
38 129 -2.6808270000000e-01
32 130 -1.0000000000000e+00
34 130  1.0000000000000e+00
25 131  2.1661220000000e-02
35 131  1.0000000000000e+00
38 131 -2.1826420000000e-01
27 132  2.3487200000000e-01
28 132 -2.1138480000000e+00
55 133  9.0000000000000e-01
140 133  1.0000000000000e+00
149 133 -7.7448640000000e-01
57 134  1.0521350000000e+00
137 134  9.2486040000000e-01
55 135  1.8972360000000e-01
130 135  1.0000000000000e+00
149 135 -1.6326480000000e-01
33 136 -1.0000000000000e+00
48 136  1.0000000000000e+00
35 137 -1.0000000000000e+00
51 137  1.0000000000000e+00
48 138 -1.0000000000000e+00
54 138 -1.0000000000000e+00
55 138  1.0000000000000e-01
49 139 -1.0000000000000e+00
52 139 -5.2380950000000e-01
54 139 -2.3827350000000e+00
50 140 -9.9145300000000e-01
58 140  1.0642200000000e+00
51 141 -1.0000000000000e+00
54 141 -2.1661220000000e-01
55 141  2.1661220000000e-02
50 142 -6.8376070000000e-02
60 143 -1.0000000000000e+00
85 143  1.7596640000000e+05
86 143 -1.0000000000000e+00
91 143 -2.4314130000000e+00
95 143 -1.0000000000000e+00
69 144  9.9006620000000e-01
70 144 -1.0912410000000e+00
76 144 -1.3000000000000e+01
78 144  9.9006620000000e-01
87 144  1.0000000000000e+00
88 144  1.0000000000000e+00
62 145 -1.0000000000000e+00
89 145  1.0000000000000e+00
90 145 -1.0000000000000e+00
64 146 -1.0000000000000e+00
82 146 -1.0000000000000e+00
84 146 -9.6380000000000e-01
95 146 -1.0095140000000e+00
97 146 -1.0000000000000e+00
65 147 -1.0000000000000e+00
85 147  1.8672000000000e+07
92 147 -1.0611120000000e+02
86 148  7.3966630000000e-01
87 149 -1.0000000000000e+00
89 150 -6.1694440000000e-01
82 151  9.9057590000000e-01
83 152  1.0000000000000e+00
85 153 -1.7596640000000e+05
86 153  2.6033370000000e-01
88 154 -1.0000000000000e+00
90 155  1.0000000000000e+00
84 156  9.9057590000000e-01
